customer_id,customer_region,customer_age_band,customer_tenure_months,preferred_language,accessibility_support_flag
CUST0102305,North West,45-54,5,English,0
CUST0074175,South West,25-34,25,English,1
CUST0041433,Scotland,35-44,8,English,0
CUST0180814,West Midlands,35-44,39,English,0
CUST0060239,London,25-34,46,English,0
CUST0145766,North West,35-44,40,English,0
CUST0181552,South West,65+,7,Punjabi,0
CUST0038588,North West,25-34,10,English,0
CUST0190647,North West,25-34,14,Welsh,0
CUST0012396,Northern Ireland,45-54,43,Punjabi,1
CUST0131423,South West,45-54,58,English,0
CUST0130718,London,45-54,31,Welsh,0
CUST0044095,Northern Ireland,65+,50,English,0
CUST0171073,Northern Ireland,18-24,6,Punjabi,0
CUST0049536,North West,55-64,21,English,0
CUST0035607,North West,65+,44,Romanian,0
CUST0115823,South West,45-54,23,English,0
CUST0156331,London,55-64,87,English,0
CUST0035151,North West,25-34,26,English,0
CUST0170873,London,65+,32,English,0
CUST0071151,West Midlands,35-44,41,English,0
CUST0082387,London,25-34,45,English,0
CUST0049800,East Midlands,65+,43,English,0
CUST0162377,London,65+,113,English,0
CUST0075262,Scotland,35-44,100,English,0
CUST0164978,London,25-34,22,English,0
CUST0153747,South East,65+,32,English,0
CUST0046004,North West,65+,34,Romanian,1
CUST0144517,Yorkshire,25-34,11,English,0
CUST0197994,West Midlands,35-44,7,English,0
CUST0065474,South West,35-44,43,Romanian,0
CUST0172351,London,45-54,79,Urdu,0
CUST0113731,South East,25-34,57,English,0
CUST0121550,Wales,45-54,18,Polish,0
CUST0134980,East Midlands,25-34,23,English,0
CUST0037007,South East,45-54,28,English,0
CUST0087708,Yorkshire,25-34,3,English,0
CUST0004053,South East,45-54,4,English,0
CUST0026184,South West,45-54,74,English,0
CUST0049570,South West,25-34,20,English,0
CUST0043359,Wales,65+,44,English,0
CUST0180884,London,45-54,25,Punjabi,0
CUST0120346,South East,45-54,67,English,0
CUST0052382,South West,55-64,19,English,0
CUST0008695,South East,18-24,29,English,0
CUST0162650,East Midlands,25-34,2,English,0
CUST0007709,London,35-44,68,Urdu,0
CUST0080182,North West,65+,71,English,0
CUST0057060,Yorkshire,35-44,6,English,0
CUST0071730,London,25-34,5,English,0
CUST0178045,North West,25-34,15,Urdu,0
CUST0048800,West Midlands,65+,54,English,0
CUST0127628,Northern Ireland,55-64,6,English,0
CUST0116062,East Midlands,25-34,22,English,0
CUST0025312,Wales,35-44,60,English,0
CUST0131217,Scotland,45-54,15,English,0
CUST0168453,,45-54,45,English,0
CUST0163282,Northern Ireland,65+,14,English,0
CUST0185818,Scotland,25-34,42,English,0
CUST0186361,South West,45-54,41,English,0
CUST0039757,Yorkshire,35-44,7,Punjabi,0
CUST0151120,London,65+,4,English,0
CUST0092898,Scotland,35-44,23,English,0
CUST0009779,South East,18-24,38,English,0
CUST0195872,South West,45-54,21,English,0
CUST0119075,Wales,25-34,2,English,0
CUST0095748,South East,35-44,23,English,0
CUST0012982,London,18-24,26,English,0
CUST0040815,Yorkshire,45-54,100,English,0
CUST0011760,London,35-44,46,English,0
CUST0075205,East Midlands,45-54,22,English,0
CUST0142872,East Midlands,55-64,40,English,0
CUST0079058,Scotland,25-34,21,English,0
CUST0123502,London,65+,26,English,0
CUST0177028,North West,45-54,57,English,0
CUST0159997,East Midlands,25-34,59,English,0
CUST0123986,North West,25-34,38,Polish,0
CUST0071842,Wales,25-34,49,English,0
CUST0135598,Yorkshire,55-64,38,English,0
CUST0049572,South West,35-44,18,English,0
CUST0088014,East Midlands,25-34,38,English,0
CUST0111608,South East,25-34,44,English,0
CUST0152049,West Midlands,25-34,42,English,0
CUST0049527,North West,25-34,25,English,0
CUST0062824,Yorkshire,45-54,9,Punjabi,0
CUST0100868,West Midlands,25-34,12,English,0
CUST0089250,Northern Ireland,35-44,71,English,0
CUST0192133,South East,45-54,12,English,1
CUST0147762,South West,55-64,4,English,0
CUST0180097,South East,65+,58,English,0
CUST0164098,West Midlands,65+,105,English,0
CUST0063159,North West,35-44,11,English,0
CUST0136143,Northern Ireland,35-44,20,English,0
CUST0074222,South West,35-44,18,English,1
CUST0174066,East Midlands,65+,45,English,0
CUST0018504,Yorkshire,55-64,39,English,0
CUST0194765,North West,35-44,9,English,0
CUST0163749,London,45-54,9,English,0
CUST0061647,London,55-64,64,English,0
CUST0087825,,35-44,31,Urdu,0
CUST0170617,East Midlands,25-34,11,English,0
CUST0065092,South East,45-54,36,English,0
CUST0005180,South West,55-64,10,English,0
CUST0104835,Yorkshire,35-44,29,English,0
CUST0144358,West Midlands,35-44,34,English,0
CUST0081228,Yorkshire,65+,73,English,0
CUST0041048,West Midlands,25-34,77,English,0
CUST0106394,London,35-44,25,English,0
CUST0170130,North West,35-44,32,English,0
CUST0023827,Northern Ireland,35-44,15,English,0
CUST0053717,South East,25-34,39,English,0
CUST0126499,Northern Ireland,35-44,46,English,0
CUST0150968,South East,65+,28,English,0
CUST0103560,South West,35-44,21,Punjabi,0
CUST0175925,South East,18-24,42,English,0
CUST0000097,Scotland,25-34,39,English,0
CUST0085784,Northern Ireland,45-54,8,English,0
CUST0000071,South East,65+,38,English,0
CUST0158933,London,25-34,43,English,0
CUST0020947,Scotland,35-44,38,English,0
CUST0169868,Scotland,25-34,21,English,0
CUST0078405,North West,35-44,28,English,0
CUST0014390,,35-44,21,English,0
CUST0028762,East Midlands,18-24,44,English,0
CUST0034269,Northern Ireland,45-54,15,English,0
CUST0105837,South West,25-34,36,Punjabi,0
CUST0012967,London,18-24,18,English,0
CUST0075832,Yorkshire,35-44,5,English,0
CUST0031170,Scotland,18-24,47,English,0
CUST0121930,Yorkshire,25-34,8,English,0
CUST0168629,East Midlands,45-54,48,English,0
CUST0109684,North West,45-54,18,English,0
CUST0166183,London,55-64,61,English,1
CUST0138289,South East,45-54,33,English,0
CUST0117249,Yorkshire,55-64,19,English,0
CUST0061531,,55-64,27,English,0
CUST0024159,Scotland,25-34,24,English,0
CUST0094623,West Midlands,45-54,68,English,0
CUST0158200,West Midlands,45-54,31,English,0
CUST0041045,Scotland,25-34,57,English,0
CUST0081505,London,25-34,29,English,0
CUST0157695,Northern Ireland,35-44,39,English,0
CUST0111777,North West,45-54,16,English,0
CUST0040119,London,25-34,85,English,0
CUST0047256,South East,25-34,29,English,0
CUST0085241,North West,35-44,43,English,0
CUST0158663,Northern Ireland,25-34,72,English,0
CUST0165062,South East,18-24,34,English,0
CUST0008112,London,55-64,80,English,0
CUST0103209,South East,25-34,4,English,0
CUST0069165,West Midlands,18-24,10,English,0
CUST0027704,North West,45-54,5,English,1
CUST0025619,London,55-64,76,English,0
CUST0033212,Yorkshire,55-64,32,English,0
CUST0053147,South East,45-54,33,English,0
CUST0124527,East Midlands,65+,16,English,0
CUST0017067,North West,45-54,40,English,0
CUST0180006,London,45-54,47,English,0
CUST0192381,North West,45-54,26,English,0
CUST0021683,South East,45-54,1,English,0
CUST0117594,London,25-34,41,English,0
CUST0156246,South West,25-34,24,Romanian,0
CUST0082043,Yorkshire,55-64,38,English,0
CUST0083958,West Midlands,55-64,9,English,0
CUST0017876,South East,25-34,11,English,1
CUST0168938,South West,35-44,63,English,0
CUST0041638,South East,18-24,42,English,0
CUST0065501,West Midlands,25-34,20,English,1
CUST0107901,West Midlands,55-64,10,English,0
CUST0184643,South East,25-34,6,English,0
CUST0113405,London,55-64,20,Punjabi,0
CUST0087029,West Midlands,45-54,61,English,0
CUST0150885,North West,25-34,6,English,0
CUST0171755,North West,45-54,10,English,0
CUST0024969,East Midlands,35-44,25,Punjabi,0
CUST0126436,North West,55-64,85,English,0
CUST0137712,London,45-54,62,English,0
CUST0111687,South East,35-44,25,English,0
CUST0019034,London,55-64,18,Urdu,0
CUST0063861,North West,35-44,40,English,0
CUST0062675,Scotland,25-34,5,English,0
CUST0057964,London,25-34,17,English,0
CUST0026277,East Midlands,35-44,36,English,0
CUST0155585,Yorkshire,35-44,17,English,0
CUST0138708,North West,65+,78,English,0
CUST0017084,East Midlands,35-44,6,English,0
CUST0066231,West Midlands,55-64,8,English,1
CUST0186019,South East,35-44,52,English,0
CUST0137032,East Midlands,25-34,17,English,0
CUST0110208,London,35-44,8,English,0
CUST0148964,North West,45-54,73,English,0
CUST0075786,London,35-44,61,English,0
CUST0180517,Yorkshire,45-54,132,English,0
CUST0001001,Scotland,25-34,53,English,0
CUST0162415,North West,65+,22,English,0
CUST0144020,East Midlands,45-54,6,Romanian,0
CUST0122033,London,25-34,15,English,1
CUST0051146,North West,25-34,51,English,0
CUST0016223,Northern Ireland,25-34,127,English,0
CUST0139594,East Midlands,55-64,39,English,0
CUST0165047,North West,45-54,44,English,0
CUST0003821,West Midlands,18-24,35,Polish,0
CUST0122200,North West,45-54,70,English,0
CUST0122054,Northern Ireland,65+,19,English,0
CUST0052113,Yorkshire,25-34,52,English,0
CUST0034850,North West,18-24,25,English,0
CUST0043794,North West,25-34,25,English,0
CUST0179537,West Midlands,35-44,25,English,0
CUST0106313,Yorkshire,25-34,34,English,0
CUST0164822,North West,55-64,27,English,0
CUST0152438,South West,35-44,17,English,0
CUST0087375,West Midlands,45-54,29,English,0
CUST0020345,South East,45-54,17,English,0
CUST0162790,Northern Ireland,25-34,14,English,0
CUST0126708,East Midlands,25-34,25,English,0
CUST0080265,Northern Ireland,55-64,20,English,0
CUST0033679,South East,45-54,45,English,0
CUST0155154,North West,35-44,16,Welsh,0
CUST0192429,South East,45-54,8,English,0
CUST0027102,Northern Ireland,25-34,101,English,0
CUST0098012,North West,25-34,22,Polish,0
CUST0080802,Scotland,45-54,33,English,0
CUST0095253,Scotland,18-24,7,English,0
CUST0123720,North West,35-44,6,English,0
CUST0193391,West Midlands,45-54,57,English,0
CUST0156782,West Midlands,35-44,17,English,1
CUST0151222,West Midlands,25-34,48,English,0
CUST0004017,London,45-54,52,English,0
CUST0037379,Wales,35-44,88,English,0
CUST0126537,Northern Ireland,65+,7,English,0
CUST0188191,South East,18-24,38,English,0
CUST0045450,Wales,25-34,89,English,0
CUST0076314,North West,25-34,36,English,0
CUST0102171,West Midlands,55-64,18,English,0
CUST0070509,South East,65+,25,English,0
CUST0142216,Scotland,55-64,27,English,0
CUST0150162,East Midlands,35-44,9,English,0
CUST0194829,North West,18-24,33,English,0
CUST0134440,South East,35-44,41,English,0
CUST0193106,South West,45-54,48,English,0
CUST0186182,South West,35-44,63,English,0
CUST0143202,Scotland,55-64,41,English,0
CUST0044528,Yorkshire,18-24,7,English,0
CUST0027137,South West,25-34,14,English,0
CUST0154929,West Midlands,35-44,65,English,0
CUST0023210,,35-44,17,English,0
CUST0101483,South East,18-24,26,English,0
CUST0030564,Yorkshire,35-44,52,English,0
CUST0080357,West Midlands,35-44,35,English,0
CUST0051550,South West,35-44,100,English,0
CUST0093463,West Midlands,18-24,40,English,0
CUST0000015,Yorkshire,18-24,45,English,0
CUST0043241,West Midlands,25-34,9,English,0
CUST0056199,Scotland,65+,48,English,0
CUST0037250,Scotland,45-54,16,English,0
CUST0191375,Yorkshire,35-44,101,English,0
CUST0163114,London,18-24,15,English,0
CUST0107939,South West,25-34,7,English,0
CUST0054634,South East,45-54,67,Romanian,0
CUST0140043,,35-44,12,Urdu,0
CUST0188015,East Midlands,18-24,45,English,0
CUST0121849,South East,55-64,12,English,0
CUST0149172,Yorkshire,35-44,35,English,0
CUST0169590,North West,25-34,29,Punjabi,0
CUST0044629,South East,25-34,51,English,0
CUST0006614,Yorkshire,25-34,17,English,0
CUST0045507,,25-34,16,English,0
CUST0110616,Scotland,65+,37,English,1
CUST0068707,North West,65+,55,English,0
CUST0135368,South West,55-64,30,English,0
CUST0093643,South East,25-34,34,English,0
CUST0012523,West Midlands,25-34,15,English,0
CUST0165002,West Midlands,18-24,3,English,0
CUST0131429,Scotland,45-54,56,English,0
CUST0161783,London,35-44,24,Urdu,0
CUST0133926,South East,25-34,56,Welsh,0
CUST0161733,Yorkshire,65+,9,Romanian,0
CUST0023010,Northern Ireland,55-64,19,English,1
CUST0150543,South West,35-44,29,English,0
CUST0006403,Yorkshire,35-44,54,English,0
CUST0099020,London,45-54,59,English,0
CUST0196478,London,18-24,77,English,0
CUST0137200,West Midlands,55-64,11,Punjabi,0
CUST0085003,South East,35-44,14,English,0
CUST0185292,Wales,35-44,159,English,0
CUST0062784,South East,18-24,20,English,0
CUST0075767,South West,35-44,15,English,0
CUST0097357,Wales,35-44,32,English,0
CUST0023787,Scotland,35-44,23,English,0
CUST0062740,East Midlands,65+,7,English,0
CUST0114750,East Midlands,25-34,46,English,0
CUST0045220,West Midlands,25-34,42,English,0
CUST0092880,Wales,55-64,79,English,0
CUST0150067,South East,55-64,29,English,0
CUST0029228,South East,45-54,81,English,0
CUST0181007,South West,25-34,42,English,0
CUST0059685,Wales,45-54,35,English,0
CUST0197041,South West,25-34,74,English,0
CUST0179058,Scotland,45-54,46,English,0
CUST0021214,South East,55-64,18,English,0
CUST0033749,East Midlands,25-34,34,English,0
CUST0170584,London,45-54,1,English,0
CUST0195783,East Midlands,65+,35,English,0
CUST0159194,London,55-64,18,English,0
CUST0107979,East Midlands,55-64,68,English,0
CUST0188444,South East,35-44,5,English,0
CUST0103381,South East,45-54,15,English,0
CUST0105847,North West,25-34,19,Urdu,0
CUST0045842,London,55-64,20,English,0
CUST0040016,North West,25-34,20,English,0
CUST0075271,Scotland,65+,72,English,0
CUST0174479,North West,35-44,43,English,0
CUST0111644,South East,45-54,38,English,0
CUST0082278,East Midlands,35-44,41,Romanian,0
CUST0015223,Yorkshire,55-64,17,English,0
CUST0092094,South East,55-64,17,English,0
CUST0077816,South West,55-64,55,English,0
CUST0017230,West Midlands,65+,19,English,0
CUST0136851,Northern Ireland,35-44,83,English,0
CUST0068737,East Midlands,55-64,38,English,0
CUST0005603,Scotland,25-34,33,English,0
CUST0149324,South West,65+,43,Urdu,0
CUST0134470,South East,35-44,40,English,0
CUST0000389,London,35-44,12,English,0
CUST0081368,North West,45-54,13,English,0
CUST0175760,London,18-24,22,Romanian,0
CUST0073402,South East,18-24,12,English,0
CUST0120558,South East,25-34,14,English,0
CUST0066467,London,55-64,34,English,0
CUST0180145,London,45-54,19,English,0
CUST0132856,London,45-54,5,English,0
CUST0177355,London,45-54,43,English,0
CUST0059512,Wales,45-54,8,English,0
CUST0179042,London,35-44,8,English,0
CUST0165184,London,35-44,6,English,0
CUST0060206,North West,25-34,52,English,0
CUST0011315,London,55-64,30,English,0
CUST0160792,South West,25-34,82,English,0
CUST0078507,West Midlands,35-44,35,English,0
CUST0129139,East Midlands,25-34,11,English,0
CUST0061459,South East,18-24,22,Welsh,0
CUST0178033,London,25-34,28,English,0
CUST0142069,East Midlands,45-54,46,English,0
CUST0120869,Scotland,25-34,40,English,0
CUST0174996,Wales,65+,35,English,0
CUST0113515,South East,25-34,15,English,0
CUST0136473,Wales,65+,8,English,0
CUST0123166,West Midlands,35-44,13,Polish,0
CUST0082101,East Midlands,45-54,75,English,1
CUST0184440,South West,45-54,20,English,0
CUST0052302,South West,18-24,12,English,0
CUST0104343,Yorkshire,35-44,21,English,0
CUST0097323,West Midlands,45-54,32,English,0
CUST0079566,North West,35-44,16,English,0
CUST0068231,East Midlands,45-54,33,English,0
CUST0051896,North West,25-34,45,English,0
CUST0179690,Northern Ireland,35-44,19,English,0
CUST0053820,East Midlands,18-24,47,English,0
CUST0084176,North West,65+,43,English,0
CUST0019877,London,25-34,34,English,0
CUST0040135,London,55-64,4,English,0
CUST0069024,South West,35-44,18,English,0
CUST0134953,South West,35-44,25,English,0
CUST0134398,Yorkshire,25-34,42,Polish,0
CUST0059994,Yorkshire,18-24,13,English,0
CUST0097888,South East,55-64,79,English,0
CUST0088575,West Midlands,18-24,4,English,0
CUST0036985,West Midlands,35-44,14,English,0
CUST0167919,North West,65+,57,English,0
CUST0074218,West Midlands,35-44,64,English,0
CUST0172774,Wales,65+,18,English,0
CUST0071460,West Midlands,55-64,39,English,0
CUST0192957,Yorkshire,25-34,20,Urdu,0
CUST0040131,West Midlands,25-34,49,English,0
CUST0046282,Yorkshire,35-44,49,Romanian,0
CUST0136994,London,65+,19,English,0
CUST0042226,South East,45-54,46,English,0
CUST0061199,West Midlands,18-24,25,English,0
CUST0065037,South East,45-54,50,English,0
CUST0187558,Yorkshire,25-34,50,English,0
CUST0145113,North West,35-44,50,English,0
CUST0078424,London,45-54,46,English,0
CUST0149284,East Midlands,35-44,106,English,0
CUST0019526,East Midlands,25-34,67,English,0
CUST0082734,London,45-54,15,English,0
CUST0023014,London,25-34,64,English,0
CUST0178258,Scotland,55-64,51,English,0
CUST0066337,East Midlands,55-64,11,English,0
CUST0180503,Scotland,25-34,3,Urdu,1
CUST0144685,Yorkshire,55-64,40,English,0
CUST0034278,East Midlands,45-54,40,English,0
CUST0177112,South East,45-54,22,English,0
CUST0093013,West Midlands,45-54,51,English,0
CUST0035444,West Midlands,45-54,30,English,0
CUST0152070,London,25-34,14,English,0
CUST0113792,South East,55-64,33,English,0
CUST0084334,London,25-34,21,English,0
CUST0041563,Wales,45-54,13,English,0
CUST0175698,London,45-54,69,English,0
CUST0073111,West Midlands,35-44,3,English,0
CUST0026362,North West,25-34,25,English,0
CUST0007492,West Midlands,65+,57,English,0
CUST0071993,South West,35-44,33,English,0
CUST0078531,Wales,25-34,21,English,0
CUST0095911,South West,25-34,16,English,0
CUST0097564,South West,25-34,50,Romanian,0
CUST0074853,Yorkshire,35-44,39,English,0
CUST0130745,South East,55-64,78,English,0
CUST0055641,North West,65+,9,English,0
CUST0038978,South West,25-34,18,Welsh,0
CUST0022383,Northern Ireland,35-44,65,English,0
CUST0044729,London,25-34,29,English,0
CUST0010100,North West,18-24,44,English,0
CUST0001225,Wales,18-24,20,English,0
CUST0127922,Yorkshire,25-34,27,English,0
CUST0037825,North West,45-54,38,English,0
CUST0149709,London,55-64,9,English,0
CUST0123490,North West,18-24,24,English,0
CUST0009702,Yorkshire,35-44,55,English,0
CUST0020466,London,25-34,20,English,0
CUST0054213,South West,65+,39,English,0
CUST0162509,London,35-44,13,English,0
CUST0120520,London,45-54,66,English,0
CUST0067692,West Midlands,25-34,46,English,0
CUST0093647,London,35-44,52,Polish,0
CUST0141858,South East,55-64,10,English,0
CUST0094804,North West,45-54,47,English,0
CUST0199590,Yorkshire,35-44,37,English,0
CUST0135896,London,25-34,19,Polish,0
CUST0192595,West Midlands,45-54,4,English,0
CUST0116627,South West,35-44,72,English,1
CUST0064467,London,25-34,26,English,0
CUST0144049,West Midlands,55-64,70,English,0
CUST0039812,Wales,25-34,24,English,0
CUST0127573,North West,65+,23,English,0
CUST0033349,London,25-34,55,English,0
CUST0198398,West Midlands,25-34,45,English,0
CUST0094632,North West,18-24,32,English,0
CUST0128965,Wales,25-34,63,Punjabi,0
CUST0072922,North West,18-24,73,Polish,0
CUST0057570,West Midlands,25-34,62,English,0
CUST0097294,North West,25-34,59,English,0
CUST0117885,Scotland,55-64,45,Welsh,0
CUST0130040,West Midlands,55-64,11,English,0
CUST0068612,North West,35-44,7,English,0
CUST0062091,London,45-54,31,English,0
CUST0184613,East Midlands,45-54,46,English,0
CUST0055779,North West,45-54,19,Urdu,0
CUST0126951,South West,25-34,37,English,0
CUST0145729,Scotland,45-54,63,English,0
CUST0133766,East Midlands,45-54,67,Polish,0
CUST0184452,Yorkshire,35-44,107,Welsh,0
CUST0108203,East Midlands,35-44,24,English,0
CUST0115177,South West,45-54,25,English,0
CUST0094457,North West,55-64,30,English,0
CUST0115645,West Midlands,35-44,31,English,0
CUST0030832,Scotland,18-24,18,English,0
CUST0168641,South West,35-44,23,English,0
CUST0034817,South West,55-64,36,English,0
CUST0046278,Yorkshire,65+,6,Polish,0
CUST0130746,West Midlands,18-24,41,English,0
CUST0179597,Wales,25-34,5,English,0
CUST0184015,,18-24,2,English,1
CUST0007192,South East,18-24,68,English,0
CUST0029186,Northern Ireland,25-34,29,English,0
CUST0076134,West Midlands,25-34,54,English,0
CUST0150950,North West,55-64,12,Romanian,1
CUST0035720,Yorkshire,18-24,26,English,0
CUST0146206,South East,45-54,37,English,0
CUST0141667,Scotland,55-64,36,English,0
CUST0001464,West Midlands,25-34,47,Punjabi,0
CUST0085787,South West,25-34,4,English,0
CUST0187584,West Midlands,35-44,11,English,0
CUST0060467,South East,18-24,16,English,0
CUST0059676,Yorkshire,45-54,33,English,0
CUST0148565,London,35-44,13,English,0
CUST0178897,London,35-44,11,English,0
CUST0120083,West Midlands,25-34,84,English,0
CUST0199714,West Midlands,45-54,33,English,0
CUST0013700,South East,45-54,35,English,0
CUST0199381,Scotland,18-24,74,English,0
CUST0164074,South West,55-64,41,English,0
CUST0173661,London,45-54,35,English,0
CUST0197540,Scotland,65+,10,English,0
CUST0166863,West Midlands,35-44,21,English,0
CUST0134699,East Midlands,25-34,27,English,0
CUST0052508,North West,18-24,5,English,0
CUST0119024,West Midlands,35-44,126,English,0
CUST0127081,South East,35-44,16,English,0
CUST0069693,North West,45-54,1,English,0
CUST0187869,East Midlands,25-34,49,English,0
CUST0189825,Yorkshire,35-44,59,English,0
CUST0121174,Scotland,25-34,16,English,0
CUST0022893,South East,65+,39,English,0
CUST0058706,South East,35-44,33,English,1
CUST0042835,North West,45-54,31,English,0
CUST0004516,Northern Ireland,25-34,6,English,0
CUST0066247,West Midlands,55-64,55,English,0
CUST0148872,London,18-24,5,English,0
CUST0114576,South West,25-34,77,English,0
CUST0171618,London,25-34,32,English,0
CUST0046177,London,45-54,26,English,0
CUST0102460,North West,35-44,43,English,0
CUST0068717,South East,35-44,31,English,1
CUST0098099,West Midlands,45-54,166,English,0
CUST0169526,Wales,55-64,59,English,0
CUST0007710,South West,65+,83,English,0
CUST0153898,London,55-64,46,English,0
CUST0071519,West Midlands,25-34,44,English,1
CUST0054455,Northern Ireland,35-44,20,English,0
CUST0066905,East Midlands,45-54,30,English,0
CUST0099580,Scotland,55-64,7,English,1
CUST0034951,Scotland,25-34,5,English,1
CUST0184404,South East,45-54,20,English,0
CUST0193104,South East,18-24,72,English,0
CUST0113109,South West,25-34,54,English,0
CUST0103549,North West,45-54,20,English,0
CUST0007888,South East,25-34,7,English,0
CUST0023282,South West,35-44,7,Urdu,1
CUST0161078,Scotland,25-34,6,English,0
CUST0033677,South West,45-54,44,Romanian,1
CUST0069015,Yorkshire,35-44,12,English,0
CUST0000635,South East,35-44,15,English,0
CUST0109291,West Midlands,25-34,66,Romanian,0
CUST0084365,South West,18-24,49,English,0
CUST0147106,Northern Ireland,45-54,7,Urdu,0
CUST0164524,London,35-44,32,English,0
CUST0022320,North West,45-54,43,English,0
CUST0020489,Yorkshire,18-24,25,Romanian,0
CUST0087942,Scotland,45-54,10,English,0
CUST0141112,Northern Ireland,35-44,12,Urdu,0
CUST0187014,London,55-64,40,English,0
CUST0021145,South East,65+,9,English,0
CUST0055480,Yorkshire,25-34,4,English,0
CUST0110244,North West,65+,15,English,1
CUST0146732,Scotland,55-64,28,English,0
CUST0108556,North West,65+,15,English,1
CUST0044179,South West,18-24,14,English,0
CUST0184824,South East,35-44,20,English,0
CUST0166276,North West,35-44,19,English,0
CUST0054758,South East,18-24,42,English,0
CUST0162113,North West,25-34,65,English,0
CUST0189043,South East,18-24,100,English,0
CUST0085792,South West,18-24,8,English,0
CUST0171908,Yorkshire,35-44,34,English,0
CUST0040952,,25-34,12,English,0
CUST0149464,South East,35-44,85,English,0
CUST0190502,Yorkshire,25-34,97,Urdu,0
CUST0179147,North West,55-64,29,English,0
CUST0097198,South West,45-54,33,English,0
CUST0005988,London,35-44,19,English,0
CUST0076121,London,35-44,27,Romanian,0
CUST0050758,South East,35-44,14,Romanian,0
CUST0002805,,35-44,7,English,0
CUST0153329,Scotland,25-34,29,English,0
CUST0091948,South East,45-54,79,English,0
CUST0115998,North West,35-44,16,Romanian,0
CUST0149048,Yorkshire,55-64,52,English,0
CUST0080843,South West,18-24,30,English,0
CUST0111083,South East,35-44,25,Romanian,0
CUST0123488,Yorkshire,25-34,70,English,0
CUST0036289,South East,55-64,16,Punjabi,1
CUST0097733,Scotland,35-44,15,English,0
CUST0184006,South East,25-34,156,English,0
CUST0038532,Northern Ireland,55-64,16,English,0
CUST0013782,North West,65+,8,English,0
CUST0051579,London,45-54,6,English,0
CUST0113233,Scotland,35-44,30,English,0
CUST0023577,Wales,35-44,4,English,0
CUST0126242,Yorkshire,35-44,34,English,0
CUST0128637,West Midlands,25-34,32,English,0
CUST0191410,South East,45-54,14,English,0
CUST0170903,Yorkshire,65+,33,English,0
CUST0136348,Yorkshire,35-44,6,English,1
CUST0027380,South East,35-44,30,English,0
CUST0089099,London,35-44,45,English,0
CUST0105983,Wales,35-44,11,English,0
CUST0030523,East Midlands,45-54,9,English,0
CUST0123165,East Midlands,18-24,11,English,0
CUST0105255,Scotland,25-34,27,Polish,0
CUST0166305,London,18-24,36,English,0
CUST0110891,South East,65+,14,English,0
CUST0104297,South West,25-34,60,English,0
CUST0149654,North West,35-44,53,English,0
CUST0172328,Scotland,25-34,31,Punjabi,0
CUST0165281,Wales,25-34,24,English,0
CUST0015142,South East,35-44,14,English,0
CUST0176794,London,55-64,35,English,0
CUST0092445,West Midlands,25-34,48,English,0
CUST0153323,East Midlands,25-34,81,English,0
CUST0060640,Yorkshire,55-64,42,English,0
CUST0155759,Yorkshire,35-44,25,English,0
CUST0077171,South East,35-44,59,English,0
CUST0020468,South West,35-44,28,English,0
CUST0034549,Scotland,35-44,31,Romanian,0
CUST0079545,Northern Ireland,25-34,46,English,0
CUST0164207,Wales,65+,62,English,0
CUST0012191,North West,55-64,14,English,0
CUST0176889,London,18-24,12,English,0
CUST0132576,Northern Ireland,35-44,19,English,0
CUST0116120,Scotland,55-64,17,English,0
CUST0052634,Yorkshire,45-54,28,English,0
CUST0015116,North West,45-54,126,English,0
CUST0068182,London,25-34,14,English,0
CUST0163627,Yorkshire,55-64,50,English,0
CUST0125753,West Midlands,45-54,31,English,0
CUST0069713,North West,55-64,13,English,0
CUST0056571,South East,45-54,43,Polish,0
CUST0116201,London,45-54,24,English,0
CUST0086862,South West,35-44,3,English,0
CUST0086631,Yorkshire,25-34,33,English,0
CUST0131138,North West,55-64,36,English,0
CUST0070842,London,35-44,16,English,0
CUST0189803,Scotland,35-44,1,English,0
CUST0051520,London,45-54,3,English,0
CUST0181940,East Midlands,65+,18,English,0
CUST0107022,North West,35-44,23,English,1
CUST0179080,Scotland,35-44,11,English,0
CUST0183969,Wales,35-44,43,English,0
CUST0062790,West Midlands,55-64,18,English,0
CUST0091824,West Midlands,18-24,40,Romanian,0
CUST0101371,West Midlands,65+,18,Polish,0
CUST0092057,South West,25-34,14,English,0
CUST0156163,Yorkshire,65+,46,English,0
CUST0034761,London,55-64,27,English,0
CUST0044512,Northern Ireland,18-24,38,English,0
CUST0022055,Wales,35-44,28,English,0
CUST0042795,North West,55-64,25,English,0
CUST0191807,South West,25-34,31,English,0
CUST0077391,East Midlands,25-34,62,English,0
CUST0075902,South East,25-34,15,English,0
CUST0106396,West Midlands,55-64,48,English,0
CUST0160201,South East,25-34,24,English,0
CUST0023951,South West,45-54,45,English,0
CUST0171491,East Midlands,65+,77,English,0
CUST0099725,South East,25-34,12,Urdu,0
CUST0154461,Scotland,25-34,7,English,0
CUST0124615,Scotland,55-64,3,English,0
CUST0058310,Yorkshire,25-34,16,English,0
CUST0039141,Wales,45-54,40,Urdu,0
CUST0134217,London,25-34,8,English,0
CUST0050515,South East,45-54,14,Romanian,0
CUST0040937,London,65+,16,English,0
CUST0085083,Wales,25-34,1,English,0
CUST0105197,Yorkshire,35-44,27,English,0
CUST0013902,Wales,25-34,25,English,0
CUST0036972,South East,35-44,12,English,0
CUST0103518,Northern Ireland,35-44,12,English,0
